time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010447234713	9.11173	-8.01127	-2.53189	2.18988	0.0750933	radar	6.20179	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
1477010447289701	9.11173	-8.01127	-2.53189	2.18988	0.0750933	lidar	0	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
1477010447339681	9.25382	-8.28607	-2.64544	2.17585	0.0642856	radar	1.37788	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
1477010447389662	9.25382	-8.28607	-2.64544	2.17585	0.0642856	lidar	0	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
1477010447444637	9.32181	-8.546	-2.49052	2.11468	-0.00665811	radar	3.36739	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
1477010447499613	9.32181	-8.546	-2.49052	2.11468	-0.00665811	lidar	0	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
1477010447549622	9.57014	-8.84357	-3.01274	2.19377	0.112357	radar	29.5597	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
1477010447599631	9.57014	-8.84357	-3.01274	2.19377	0.112357	lidar	0	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
1477010447649652	9.64834	-9.11074	-2.83439	2.13894	0.0446154	radar	4.4453	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
1477010447699673	9.64834	-9.11074	-2.83439	2.13894	0.0446154	lidar	0	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
1477010447749669	9.70331	-9.37827	-2.72072	2.07703	-0.0217877	radar	2.3119	9.47534	-9.42627	9.55	-9.5	0	-3.00023
1477010447799666	9.70331	-9.37827	-2.72072	2.07703	-0.0217877	lidar	0	9.54779	-9.64959	9.55	-9.65	0	-3.0002
1477010447849716	9.81188	-9.67343	-2.81502	2.05324	-0.0305075	radar	1.07312	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
1477010447899766	9.81188	-9.67343	-2.81502	2.05324	-0.0305075	lidar	0	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
1477010447954720	9.82469	-9.96087	-2.65344	1.96203	-0.124253	radar	4.25915	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
1477010448009675	9.82469	-9.96087	-2.65344	1.96203	-0.124253	lidar	0	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
1477010448059664	9.90097	-10.2593	-2.66546	1.92062	-0.149035	radar	0.512836	9.92627	-10.4745	9.75	-10.3	0	-3.00065
1477010448109654	9.90097	-10.2593	-2.66546	1.92062	-0.149035	lidar	0	9.75524	-10.4732	9.75	-10.45	0	-3.00063
1477010448164710	9.96954	-10.538	-2.72343	1.90016	-0.141996	radar	1.08165	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451
1477010448219767	9.96954	-10.538	-2.72343	1.90016	-0.141996	lidar	0	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
1477010448274697	9.9715	-10.8503	-2.62752	1.81043	-0.22214	radar	2.13107	9.88465	-10.9383	9.85	-10.9	0	-2.73074
1477010448329628	9.9715	-10.8503	-2.62752	1.81043	-0.22214	lidar	0	9.83614	-11.041	9.85	-11.05	0	-2.73073
1477010448379634	9.99701	-11.1376	-2.64632	1.76706	-0.235548	radar	0.214325	9.83952	-11.1692	9.85	-11.2	0	-2.99965
1477010448429641	9.99701	-11.1376	-2.64632	1.76706	-0.235548	lidar	0	9.84568	-11.3496	9.85	-11.35	0	-2.99961
1477010448479667	10.0087	-11.4311	-2.6812	1.72141	-0.249032	radar	0.224652	9.87961	-11.5637	9.85	-11.5	0	-2.99843
1477010448529693	10.0087	-11.4311	-2.6812	1.72141	-0.249032	lidar	0	9.83206	-11.6307	9.85	-11.65	0	-2.99843
1477010448579678	9.85363	-11.7371	-2.48767	1.51794	-0.461359	radar	13.9158	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061
1477010448629664	9.85363	-11.7371	-2.48767	1.51794	-0.461359	lidar	0	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
1477010448679644	9.81872	-11.9867	-2.49869	1.46879	-0.458951	radar	0.16262	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119
1477010448729625	9.81872	-11.9867	-2.49869	1.46879	-0.458951	lidar	0	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
1477010448779630	9.68266	-12.2694	-2.46694	1.31812	-0.58236	radar	3.4208	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981
1477010448829636	9.68266	-12.2694	-2.46694	1.31812	-0.58236	lidar	0	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979
1477010448879685	9.4382	-12.5275	-2.44356	1.08777	-0.787495	radar	7.75981	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805
1477010448929734	9.4382	-12.5275	-2.44356	1.08777	-0.787495	lidar	0	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804
1477010448984693	9.32243	-12.7394	-2.43369	1.01508	-0.777726	radar	0.02039	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953
1477010449039652	9.32243	-12.7394	-2.43369	1.01508	-0.777726	lidar	0	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954
1477010449089745	8.96933	-12.9753	-2.51498	0.707778	-1.06053	radar	15.5722	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629
1477010449139839	8.96933	-12.9753	-2.51498	0.707778	-1.06053	lidar	0	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627
1477010449194745	8.70972	-13.1231	-2.55628	0.545697	-1.12383	radar	0.868318	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651
1477010449249651	8.70972	-13.1231	-2.55628	0.545697	-1.12383	lidar	0	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651
1477010449299701	8.42474	-13.2387	-2.62511	0.370287	-1.20279	radar	1.40252	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005
1477010449349751	8.42474	-13.2387	-2.62511	0.370287	-1.20279	lidar	0	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995
1477010449404748	8.09026	-13.2962	-2.75357	0.160477	-1.32149	radar	3.70873	8.22926	-13.1698	8.2	-13.15	-2.72741	0
1477010449459745	8.09026	-13.2962	-2.75357	0.160477	-1.32149	lidar	0	8.03583	-13.1513	8.05	-13.15	-2.72742	0
1477010449514693	7.80104	-13.2924	-2.72739	0.00777235	-1.33163	radar	0.577359	7.82914	-13.0525	7.9	-13.15	-2.72986	0
1477010449569641	7.80104	-13.2924	-2.72739	0.00777235	-1.33163	lidar	0	7.76538	-13.1647	7.75	-13.15	-2.72986	0
1477010449619676	7.64069	-13.3061	-2.41864	-0.039188	-1.18921	radar	9.81602	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304
1477010449669711	7.64069	-13.3061	-2.41864	-0.039188	-1.18921	lidar	0	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304
1477010449724687	7.37135	-13.2657	-2.42059	-0.170351	-1.18911	radar	0.64467	7.21108	-13.0985	7.3	-13.25	-2.72846	0
1477010449779664	7.37135	-13.2657	-2.42059	-0.170351	-1.18911	lidar	0	7.16011	-13.2382	7.15	-13.25	-2.72844	0
1477010449829700	7.05232	-13.1656	-2.60156	-0.341332	-1.25793	radar	4.08214	6.88472	-12.9588	7	-13.2	-2.99784	0.999284
1477010449879736	7.05232	-13.1656	-2.60156	-0.341332	-1.25793	lidar	0	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284
1477010449934724	6.79842	-13.0829	-2.59008	-0.459166	-1.24013	radar	0.291247	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275
1477010449989712	6.79842	-13.0829	-2.59008	-0.459166	-1.24013	lidar	0	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284
1477010450044722	6.59962	-12.9932	-2.31589	-0.552271	-1.15783	radar	7.58991	6.40137	-13.0799	6.4	-13.05	-2.72678	0
1477010450099732	6.59962	-12.9932	-2.31589	-0.552271	-1.15783	lidar	0	6.26174	-13.0534	6.25	-13.05	-2.72678	0
1477010450154684	6.35577	-12.8848	-2.29039	-0.651008	-1.11976	radar	0.873887	6.10143	-13.0076	6.1	-13	-2.72966	0.909888
1477010450209637	6.35577	-12.8848	-2.29039	-0.651008	-1.11976	lidar	0	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
1477010450259674	6.01877	-12.7319	-2.67409	-0.740682	-1.11955	radar	9.27351	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851
1477010450309711	6.01877	-12.7319	-2.67409	-0.740682	-1.11955	lidar	0	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
1477010450364717	5.81614	-12.589	-2.45916	-0.816995	-1.05358	radar	6.46963	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995
1477010450419723	5.81614	-12.589	-2.45916	-0.816995	-1.05358	lidar	0	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
1477010450474743	5.53087	-12.4012	-2.64789	-0.887571	-1.0203	radar	2.31638	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753
1477010450529764	5.53087	-12.4012	-2.64789	-0.887571	-1.0203	lidar	0	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
1477010450584712	5.29392	-12.225	-2.61481	-0.947869	-0.970085	radar	1.05956	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989
1477010450639660	5.29392	-12.225	-2.61481	-0.947869	-0.970085	lidar	0	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
1477010450689678	5.04927	-12.0155	-2.70023	-1.00098	-0.927928	radar	1.08154	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929
1477010450739696	5.04927	-12.0155	-2.70023	-1.00098	-0.927928	lidar	0	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
1477010450794748	4.83416	-11.7977	-2.77765	-1.05514	-0.893557	radar	0.691011	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471
1477010450849800	4.83416	-11.7977	-2.77765	-1.05514	-0.893557	lidar	0	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
1477010450904754	4.71366	-11.5756	-2.5746	-1.14726	-0.884074	radar	3.82132	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971
1477010450959709	4.71366	-11.5756	-2.5746	-1.14726	-0.884074	lidar	0	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
1477010451009669	4.41445	-11.2919	-3.10359	-1.12446	-0.781209	radar	24.6495	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032
1477010451059629	4.41445	-11.2919	-3.10359	-1.12446	-0.781209	lidar	0	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
1477010451114691	4.38362	-11.0495	-2.74471	-1.24194	-0.806087	radar	11.8278	4.43713	-11.024	4.45	-11.05	0	1.81614
1477010451169754	4.38362	-11.0495	-2.74471	-1.24194	-0.806087	lidar	0	4.45136	-10.93	4.45	-10.95	0	1.81612
1477010451224789	4.33988	-10.7551	-2.73238	-1.35435	-0.826449	radar	0.150893	4.44745	-10.786	4.45	-10.8	0	2.72555
1477010451279824	4.33988	-10.7551	-2.73238	-1.35435	-0.826449	lidar	0	4.45788	-10.6457	4.45	-10.65	0	2.72554
1477010451334789	4.33726	-10.4659	-2.70137	-1.47335	-0.852839	radar	0.395811	4.46329	-10.5756	4.45	-10.5	0	2.729
1477010451389755	4.33726	-10.4659	-2.70137	-1.47335	-0.852839	lidar	0	4.44057	-10.3382	4.45	-10.35	0	2.72898
1477010451444763	4.39321	-10.1689	-2.66454	-1.61485	-0.899233	radar	0.490817	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687
1477010451499772	4.39321	-10.1689	-2.66454	-1.61485	-0.899233	lidar	0	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685
1477010451554732	4.46138	-9.87817	-2.67605	-1.73298	-0.912536	radar	0.46292	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927
1477010451609692	4.46138	-9.87817	-2.67605	-1.73298	-0.912536	lidar	0	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926
1477010451664722	4.50291	-9.56584	-2.74533	-1.79751	-0.859304	radar	1.11059	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578
1477010451719753	4.50291	-9.56584	-2.74533	-1.79751	-0.859304	lidar	0	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576
1477010451774708	4.68261	-9.27864	-2.74572	-1.96216	-0.931527	radar	1.301	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952
1477010451829663	4.68261	-9.27864	-2.74572	-1.96216	-0.931527	lidar	0	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951
1477010451879669	4.87712	-9.00598	-2.77625	-2.11697	-0.994474	radar	0.598624	4.95209	-8.96272	5	-9.05	0.999884	1.99977
1477010451929676	4.87712	-9.00598	-2.77625	-2.11697	-0.994474	lidar	0	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974
1477010451984680	5.026	-8.77356	-2.76615	-2.18659	-0.940543	radar	1.07933	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708
1477010452039685	5.026	-8.77356	-2.76615	-2.18659	-0.940543	lidar	0	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705
1477010452089696	5.2525	-8.54265	-2.80222	-2.31537	-0.972363	radar	0.38767	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957
1477010452139708	5.2525	-8.54265	-2.80222	-2.31537	-0.972363	lidar	0	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954
1477010452194711	5.43142	-8.34374	-2.75899	-2.37426	-0.905501	radar	1.261	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807
1477010452249714	5.43142	-8.34374	-2.75899	-2.37426	-0.905501	lidar	0	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808
1477010452304738	5.60468	-8.11785	-2.70958	-2.40185	-0.795678	radar	2.65021	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608
1477010452359763	5.60468	-8.11785	-2.70958	-2.40185	-0.795678	lidar	0	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606
1477010452414768	5.82025	-7.89863	-2.7058	-2.44659	-0.722633	radar	1.34149	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801
1477010452469773	5.82025	-7.89863	-2.7058	-2.44659	-0.722633	lidar	0	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801
1477010452524779	6.03174	-7.68495	-2.68215	-2.47053	-0.628644	radar	2.10924	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798
1477010452579785	6.03174	-7.68495	-2.68215	-2.47053	-0.628644	lidar	0	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798
1477010452634722	6.26126	-7.48223	-2.67487	-2.49919	-0.557088	radar	1.33717	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027
1477010452689660	6.26126	-7.48223	-2.67487	-2.49919	-0.557088	lidar	0	6.452	-7.36418	6.45	-7.35	1.82025	1.82025
1477010452739683	6.51759	-7.29041	-2.74097	-2.56845	-0.58121	radar	0.803544	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908
1477010452789706	6.51759	-7.29041	-2.74097	-2.56845	-0.58121	lidar	0	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908
1477010452844772	6.6786	-7.078	-2.6	-2.5108	-0.384851	radar	9.92828	6.68682	-6.93297	6.8	-7.05	0.908005	1.816
1477010452899838	6.6786	-7.078	-2.6	-2.5108	-0.384851	lidar	0	6.86356	-6.94732	6.85	-6.95	0.908	1.81601
1477010452954812	6.95146	-6.91382	-2.65504	-2.5744	-0.418142	radar	0.625398	7.08741	-6.92602	7	-6.85	2.72856	1.81904
1477010453009787	6.95146	-6.91382	-2.65504	-2.5744	-0.418142	lidar	0	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902
1477010453064726	7.16263	-6.71313	-2.57378	-2.53584	-0.273728	radar	5.58182	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202
1477010453119666	7.16263	-6.71313	-2.57378	-2.53584	-0.273728	lidar	0	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018
1477010453169672	7.46368	-6.58796	-2.70614	-2.65162	-0.423253	radar	6.86571	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884
1477010453219678	7.46368	-6.58796	-2.70614	-2.65162	-0.423253	lidar	0	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884
1477010453274711	7.69802	-6.43373	-2.67395	-2.66584	-0.376763	radar	0.655848	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549
1477010453329744	7.69802	-6.43373	-2.67395	-2.66584	-0.376763	lidar	0	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545
1477010453384703	7.95555	-6.28874	-2.64967	-2.68437	-0.337822	radar	0.496677	8.03231	-6.28406	8	-6.25	2.72931	1.81954
1477010453439663	7.95555	-6.28874	-2.64967	-2.68437	-0.337822	lidar	0	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952
1477010453489669	8.16337	-6.11523	-2.54457	-2.64151	-0.210718	radar	5.08393	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976
1477010453539675	8.16337	-6.11523	-2.54457	-2.64151	-0.210718	lidar	0	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976
